"","id","review_date","location","restaurant_name","review"
"918","rn566809177","Reviewed March 16, 2018 "," Patong","sizzle rooftop restaurant","From start to finish this place was AWESOME. We made a reservation about 3 weeks ahead of time and had the table under the awning. Staff were friendly with impeccable English and high end service. View and sunset were A+. Prawn cocktail to start was...More"
"919","rn566012647","Reviewed March 12, 2018 "," Patong","sizzle rooftop restaurant","Had a lovely dinner with an amazing view.
The food was great but you definitely need to try the Cuban bar on the level belowMore"
"920","rn563795371","Reviewed March 2, 2018 "," Patong","sizzle rooftop restaurant","You'll struggle to find anything better in Phuket.
Quality food service and location.
If you want a great steak, this is the place.
Seafood too, but steak is the focus.
Expect to pay a premium, but it is well worth that special dinner or occasion...More"
"921","rn563704650","Reviewed March 2, 2018 "," Patong","sizzle rooftop restaurant","Came here for dinner in a group of seven girls for a friends hen party. We were the only group there which was a treat to be sucluded in Phuket's hills. Dinner was very tasty!More"
"922","rn563565716","Reviewed March 1, 2018 "," Patong","sizzle rooftop restaurant","The entire experience at this restaurant was amazing. The hotel is beautiful, the view is breathtaking, the staff was so nice and kept offering to take pictures of my husband and I at every different shade of sunset. The food was delicious and beautifully plated....More"
"923","rn562520664","Reviewed February 24, 2018 "," Patong","sizzle rooftop restaurant","This is the second year we have eaten here and again we’re not disappointed. Impeccable service food and location with a great view at sunset. A good menu and wine selection with great attention to detail. I would advise you book and you will not...More"
"924","rn561412833","Reviewed February 18, 2018 "," Patong","sizzle rooftop restaurant","Dear Readers
Overall It was simply outstanding let me tell you why, the staff where there!!!
The kitchen delivers the food as expected it’s on time and correct temperature, it’s exactly what you expect from a “restaurant”, now some of you might be saying well...More"
"925","rn561407496","Reviewed February 18, 2018 "," Patong","sizzle rooftop restaurant","This was a nice break from the busy places we've been to in Phuket. It's in a quiet corner, on a mountain, with nice views and tranquil atmosphere. Food was above average, but super expensive. Service is above par - by Filipino workers. Very polite...More"
"926","rn561171962","Reviewed February 17, 2018 "," Patong","sizzle rooftop restaurant","Fantastic views and the food was quite good bit overpriced but I’m guessing your paying for the views.More"
"927","rn561018634","Reviewed February 17, 2018 "," Patong","sizzle rooftop restaurant","Despite a lovely rooftop dinner, the entire meal was ruined by an obnoxious unhelpful front desk so full of themselves they could care less about the guest experience. The wanted to charge us 700baht for the same ride that cost 400baht from a nice hotel...More"
"928","rn559847116","Reviewed February 11, 2018 "," Patong","sizzle rooftop restaurant","I have just left a review on the Avista but the Sizzle restaurant really deserves this 5* review.
I booked the Thai Sala for my partners birthday and from the second we arrived Joseph (our waiter) made us both feel very special. We also had...More"
"929","rn559032355","Reviewed February 7, 2018 "," Patong","sizzle rooftop restaurant","Ätit 3 gånger här förut , och de håller standarden år efter år!
Prisbilden för restaurangen är helt rätt, med tanke på hur vällagat och hur hjärtlig service de erbjuder. kan bara låna sång texten som berättar hur bra allt är här !
Nobody does...More"
"930","rn557705423","Reviewed February 1, 2018 "," Patong","sizzle rooftop restaurant","We loved this place! We came twice in our 6 day trip to Phuket! Everything was amazing!! We highly recommend!More"
"931","rn556610102","Reviewed January 26, 2018 "," Patong","sizzle rooftop restaurant","My girlfriend and I celebrated our anniversary at Sizzle.
We read about the place here on TripAdvisor and sizzle definitely delivered. We had the three course menu and every dish was every bite worthy. The meat was cooked perfectly.
The wine menu gives a variety...More"
"932","rn556389599","Reviewed January 25, 2018 "," Patong","sizzle rooftop restaurant","We had a great night at the restaurant....only a five minute walk from where we were staying. Views for sunset were great. We only had one course but had complimentary tasters of soup and dessert. All the food was excellent !
Service was really good...More"
"933","rn556325895","Reviewed January 25, 2018 "," Patong","sizzle rooftop restaurant","Had a good dinner with my wife at Sizzle, challenging for our taxi to find.
Great place, surprisngly few customers, but overall a good experience worth while going to.
The manager was a very positive person That we really liked. The rest of thw personelö...More"
"934","rn555852925","Reviewed January 23, 2018 "," Patong","sizzle rooftop restaurant","My boyfriend and I have just come back from the most amazing dinner at Sizzle restaurant. The location was stunning and the views incredible. We sat in one of the pagodas and the staff were very attentive to all our needs. The food was delicious...More"
"935","rn555327240","Reviewed January 21, 2018 "," Patong","sizzle rooftop restaurant","We booked our Christmas dinner at the rooftop. I had requested the special dinner and special set up for our dinner. However, they put us in a table with no special set up.
Employees were polite. They spoke English ok.
Food was well presented but...More"
"936","rn554620897","Reviewed January 18, 2018 "," Patong","sizzle rooftop restaurant","My husband and I loved our dinner here during our recent honeymoon to Thailand. I have celiac (gluten free), and was thrilled to be greeted by educated and receptive waiters. The food was superb (we had steaks, potatoes, veggies), the wine list was great, the...More"
"937","rn554287600","Reviewed January 16, 2018 "," Patong","sizzle rooftop restaurant","We arrived about and hour before sunset and had the place to ourselves at opening. When I placed my reservation, I told them it was our anniversary and we were given one of the pagodas to dine in. The view was beautiful although obstructed by...More"
"938","rn554130517","Reviewed January 15, 2018 "," Patong","sizzle rooftop restaurant","Given that this restaurant is seated outdoors, we were a little anxious earlier in the day when the weather in Patong treated us to a healthy downpour – having said that, a quick email to the restaurant confirmed that as long as the weather is...More"
"939","rn553750803","Reviewed January 14, 2018 "," Patong","sizzle rooftop restaurant","We dined here on our last night and we were really looking forward to our farewell meal, however it turned out to be the most expensive and disappointing meal of our holiday.
The service and setting were wonderful, maybe a tad too dark for us....More"
"940","rn553156607","Reviewed January 11, 2018 "," Patong","sizzle rooftop restaurant","One of the best restaurant I went to in phuket, strongly recommend It. The place and the service are both perfect!More"
"941","rn552885766","Reviewed January 10, 2018 "," Patong","sizzle rooftop restaurant","Perfect sunset view, nice and helpful staff, delicious food and I have a memorable dinner. Will come back for sure.More"
"942","rn552824565","Reviewed January 9, 2018 "," Patong","sizzle rooftop restaurant","My wife and I dined at the Sizzler restaurant for our 40th wedding anniversary, our table was set up under cover with rose petals strewn around. The food was fantastic with an excellent variety and the service perfect with the restaurant manager looking after us...More"
"943","rn551642500","Reviewed January 4, 2018 "," Patong","sizzle rooftop restaurant","The views and ambience of this place are excellent and I can only imagine watching a sunset here would be amazing (it was cloudy when we were there).
The food is also top class with some great choices.
Accepting the cost, we did have a...More"
"944","rn551497453","Reviewed January 4, 2018 "," Patong","sizzle rooftop restaurant","We wanted a break from Thai food and I picked this place because of the reviews on TripAdvisor. We are actually staying at a different resort so we had to take a cab to get there. This restaurant is part of a hotel.
The restaurant...More"
"945","rn551122055","Reviewed January 3, 2018 "," Patong","sizzle rooftop restaurant","Loved our whole experience at sizzle, food was amazing, staff were lovely and the view was beautiful! We had just got engaged the night before (NYE) so it was perfect for our occasion <f0><U+009F><U+0098><U+0080><f0><U+009F><U+0091><U+008D>More"
"946","rn551077535","Reviewed January 2, 2018 "," Patong","sizzle rooftop restaurant","We chose this venue for my 50th Birthday Celebration.
F&B and service was EXCELLENT. Everyone was so friendly and courteous. Highly recommend it! Don't miss the sun set before dinner!More"
"947","rn551062089","Reviewed January 2, 2018 "," Patong","sizzle rooftop restaurant","Excellent Restaurant with Excellent Views of the ocean , fabulous Sunset,Food is Top Drawer and you Pay for you get great food excellent friendly staffs, as in most restaurants of this Caliber it’s worth even if PriceyMore"
"948","rn550741068","Reviewed January 1, 2018 "," Patong","sizzle rooftop restaurant","Went there for dinner last night with friends. Very good all around. Irish coffee was good, not great. Cocktail was very good. Bottle of red wine they suggested wasn't as bold as they described but it was drinkable. Burrata was good. Indonesian butter fish entree...More"
"949","rn550171322","Reviewed December 30, 2017 "," Patong","sizzle rooftop restaurant","I’m so blessed that I have chosen this restaurant to spend the first christmas with my love. Everything was so perfectly organised by the staff. Not only the food were perfectly cooked, the view and experience was superb, giving us a lot of memorable time....More"
"950","rn550113383","Reviewed December 29, 2017 "," Patong","sizzle rooftop restaurant","Food is not fresh. Lobsters only shell no meat on them. Shrimp cocktail is not fresh. With amount of money you paid. You are excepted good seafood but not.More"
"951","rn549506189","Reviewed December 27, 2017 "," Patong","sizzle rooftop restaurant","This restaurant is simply amazing in every aspect. Top quality service, the atmosphere is really good with a really good view but what really got me in this restaurant was the superb food.The best rib eye i ve ever had honestly the food here is...More"
"952","rn549461246","Reviewed December 27, 2017 "," Patong","sizzle rooftop restaurant","Excellent food, service and view! Indonesian butter fish is a must. Cocktails to dessert, it was a great evening.More"
"953","rn547163121","Reviewed December 14, 2017 "," Patong","sizzle rooftop restaurant","Awesome food, staff were amazing! We loved dining here!! The view is also beautiful, very romantic. Thank youMore"
"954","rn545458704","Reviewed December 6, 2017 "," Patong","sizzle rooftop restaurant","<U+6700><U+9AD8><U+306E><U+666F><U+8272><U+3067><U+3057><U+305F>(^^)
This place is amazing...the food are really nice and good...all staff are really helpful specially the manager kier...this place I recommend...,More"
"955","rn544207755","Reviewed November 30, 2017 "," Patong","sizzle rooftop restaurant","We are satisfied with dish and Kier. He is kind and friendly. I highly recommend this restaurant
<U+30C1><U+30AD><U+30F3><U+3068><U+30D3><U+30FC><U+30D5><U+3092><U+983C><U+307F><U+307E><U+3057><U+305F><U+3002><U+3068><U+3066><U+3082><U+7F8E><U+5473><U+3057><U+304B><U+3063><U+305F><U+3067><U+3059><U+3002><U+5929><U+6C17><U+304C><U+826F><U+3044><U+65E5><U+306B><U+306F><U+30B5><U+30F3><U+30BB><U+30C3><U+30C8><U+3092><U+898B><U+306A><U+304C><U+3089><U+98DF><U+4E8B><U+3067><U+304D><U+308B><U+3088><U+3046><U+3067><U+3059><U+3002>More"
"956","rn544149742","Reviewed November 29, 2017 "," Patong","sizzle rooftop restaurant","Considering the amount of lovely stories and positive feedback about this hotel, we had planned over a month ago to visit Sizzle Restaurant for our 2nd Wedding anniversary at 8pm.
After confirming to the restaurant that we will be attending, I also made it clear...More"
"957","rn543507568","Reviewed November 26, 2017 "," Patong","sizzle rooftop restaurant","Let me start by saying the view was absolutely amazing! Restaurant overlooks the ocean and though it was a bit cloudy, the lights of the cruise liners added a nice touch. I decided to use this restaurant as the place to propose and the manager...More"
"958","rn541292738","Reviewed November 15, 2017 "," Patong","sizzle rooftop restaurant","My wife and I had a great experience with Tim and his crew who spoiled us with great seafood. Fortunately we had a table under roof so the rain only made it cozier!More"
"959","rn539937226","Reviewed November 10, 2017 "," Patong","sizzle rooftop restaurant","Here with a family party of 5, celebrating our daughter’s 13th birthday. The food was great. The service was excellent. Chef Tim came out to our table and was very inviting, what a sweet treat. Dessert was delicious.More"
"960","rn539543799","Reviewed November 8, 2017 "," Patong","sizzle rooftop restaurant","My partner and I went to sizzle while on our honeymoon, the service was amazing and while they were out of the rib eye cut the chef come and spoke with us and recommended the tenderloin and it was one of if not the best...More"
"961","rn539111101","Reviewed November 7, 2017 "," Patong","sizzle rooftop restaurant","The food was pretty good, there was only a few different steak options and with rib eye off the menu we had 2 to choose from. We went for the strip loin which was ok, a bit tough but to be expected from the cut,...More"
"962","rn538260188","Reviewed November 4, 2017 "," Patong","sizzle rooftop restaurant","<U+96F0><U+56F2><U+6C17><U+306E><U+826F><U+3055><U+306F><U+30D7><U+30FC><U+30B1><U+30C3><U+30C8><U+3067><U+884C><U+3063><U+305F><U+30EC><U+30B9><U+30C8><U+30E9><U+30F3><U+3067><U+4E00><U+756A><U+3067><U+3057><U+305F><U+3002><U+6708><U+304C><U+3068><U+3066><U+3082><U+304D><U+308C><U+3044><U+306B><U+898B><U+3048><U+307E><U+3057><U+305F><U+3002>
<U+63A5><U+5BA2><U+3082><U+5FC3><U+5730><U+3088><U+304F><U+3001><U+6599><U+7406><U+3082><U+306A><U+304B><U+306A><U+304B><U+7F8E><U+5473><U+3057><U+304B><U+3063><U+305F><U+3067><U+3059><U+3002>
The romantic restaurant where we can see the moon and sea from top of the hill.
The service was comfortable and food tasted pretty good.More"
"963","rn537438122","Reviewed October 31, 2017 "," Patong","sizzle rooftop restaurant","One of the best fine dining restaurant in the island. Stunning sunset view and the food is sumptuously heaven... Perfect for a dinner date with your loved one... I will definitely be back... Excellent service as well from the crew.. All in all, PERFECT...More"
"964","rn537129395","Reviewed October 30, 2017 "," Patong","sizzle rooftop restaurant","Highly Recommended!!!
After searching for a nice place for dinner on Trip advisor we came across Sizzle!
We were greeted at the elevator by friendly staff who accompanied us to our table overlooking the most spectacular view!!
Service from start to finish was beyond amazing...More"
"965","rn536135013","Reviewed October 26, 2017 "," Patong","sizzle rooftop restaurant","Reservation: We emailed the reservations team just a few days before and were able to get the date & time (6PM to see the sunset, as recommended in another TA review) as well as the seat that we asked for as it was low season...More"
"966","rn535942293","Reviewed October 25, 2017 "," Patong","sizzle rooftop restaurant","Chef Tim and his staff have mastered the art of fine dining in a comfortable, casual atmosphere. The view from the rooftop is amazing all on its own, but add the ultimate dining experience to that view, and you have perfection. The food was delicious...More"
"967","rn535921558","Reviewed October 25, 2017 "," Patong","sizzle rooftop restaurant","Came to Sizzle and got a variety of seafood and steaks. Everything was delicious, great atmosphere and service. Chef personally came and chatted with us. Overall great restaurant would love to come back any time I’m in Phuket!More"
"968","rn535912368","Reviewed October 25, 2017 "," Patong","sizzle rooftop restaurant","I would like to thank the sizzle rooftop staff for the amazing service they provide. The staff are extremely friendly and provide great customer service. They are very knowledgeable when it comes to the food and drinks menu. The quality of the meals was second...More"
"969","rn535247239","Reviewed October 22, 2017 "," Patong","sizzle rooftop restaurant","We have stayed at the Avista Hideaway two years in a row and each time we went to Sizzle. The food is fantastic. Seafood platter is one of the best we ever had and we live in Australia which has top class seafood to compare...More"
"970","rn535085342","Reviewed October 22, 2017 "," Patong","sizzle rooftop restaurant","We found out about Sizzle when looking for restaurants who serve steak on TripAdvisor. It was a short taxi ride from our hotel, Seaview Patong. We went late at night so the road up to the hotel looked a little dodgy but we were soon...More"
"971","rn535056241","Reviewed October 22, 2017 "," Patong","sizzle rooftop restaurant","This restaurant is to die for! The food, the service and the view - it is all amazing.
The ribs are honestly some of the best food I have ever eaten - I would come back just for these. The steaks are all delicious.
We...More"
"972","rn534833667","Reviewed October 21, 2017 "," Patong","sizzle rooftop restaurant","I discovered trip advisor.
First time to here, I could see beautiful sunset and eat delicious stake!
I will recommend this restaurant, if you read my comment.More"
"973","rn534224799","Reviewed October 18, 2017 "," Patong","sizzle rooftop restaurant","Excellent atmosphere great location. Beautiful food. Delicious delicious alcohol. Cant beat this placeMore"
"974","rn534167180","Reviewed October 18, 2017 "," Patong","sizzle rooftop restaurant","My wife and I had a wonderful night celebrating our 20th anniversary at this fine restaurant . Arrived there and was greeted by a wonderful staff who was very attentive throughout the night. The view was absolutely amazing with a romantic atmosphere. The food no...More"
"975","rn533901351","Reviewed October 17, 2017 "," Patong","sizzle rooftop restaurant","Came here last night for my 60th birthday celebration and got spoiled rotten. Sung to and cake as well. Many thanks Mr. Singh.
Very good food, service and ambience.
Make an 18:00 reservation and request one of the two pagodas or a table on the...More"
"976","rn533151595","Reviewed October 15, 2017 "," Patong","sizzle rooftop restaurant","The rainy days had kept on and we were told by the restaurant that our booking had to be cancelled, because of the coming storm in the evening on 14 Oct. Not surprisingly, there was pouring rain during our ride from the hotel to Jungceylon...More"
"977","rn533118984","Reviewed October 15, 2017 "," Patong","sizzle rooftop restaurant","We had a wonderful time here. The atmosphere was great for family like us as well as couples and for special occasions. Also we were satisfied with all the dishes, especially Tom Yam Lobster Bisque - it was really awesome. Finally the mild wind came...More"
"978","rn531753662","Reviewed October 10, 2017 "," Patong","sizzle rooftop restaurant","We were staying at the Avista Hideaway Resort and Spa and got told about Sizzle. We had also seen it on trip advisor for one of the top restaurants in Phuket. We decided to book and wow, the restaurant did not disappoint at all. They...More"
"979","rn531375456","Reviewed October 9, 2017 "," Patong","sizzle rooftop restaurant","This is a great and romantic night for celebrate for my wife birthday dinner in sizzle restautant that with a wonderful seaview when I enjoy with amazing sunset here !
The staff were nice especially joseph and we tasted fantastic food espeailly in this most...More"
"980","rn531038234","Reviewed October 8, 2017 "," Patong","sizzle rooftop restaurant","View and food was really nice! I recommend you visit there sunset time. Staffs are kind and smart.More"
"981","rn531001029","Reviewed October 8, 2017 "," Patong","sizzle rooftop restaurant","We had a wonderful meal here on our last night. The sunset views as we sat down to eat were stunning. The service was first class and the food was delicious! All the little touches made for a perfect, relaxing night out.More"
"982","rn530793297","Reviewed October 7, 2017 "," Patong","sizzle rooftop restaurant","We enjoyed the relaxing environment and outstanding service here. This restaurant absolutely compliments our stay at this beautiful hotel.
The process to make reservation for tonight is smooth and informative for us to choose what we need.
Thanks Joseph for taking care of us tonight!...More"
"983","rn530764391","Reviewed October 7, 2017 "," Patong","sizzle rooftop restaurant","Live in this hotel and decide to come here before the trip, the view is great with sunset at around 6:30pm. Then with candles and squeeze we start the nice dinner. Tried the grilled seafood and a steak set everything is good, it's what you...More"
"984","rn530729440","Reviewed October 7, 2017 "," Patong","sizzle rooftop restaurant","We visited sizzle for our last night at the resort. We dined at 6 pm and watched the sunset. The table setting and view were absolutely unbelievable. The food was fine dining at its best. The head chef Tim came around multiple times to chat...More"
"985","rn530502323","Reviewed October 6, 2017 "," Patong","sizzle rooftop restaurant","the food was amazing. thank you for wonderful service especially joseph. we will surely come back to this restaurant!More"
"986","rn530210010","Reviewed October 5, 2017 "," Patong","sizzle rooftop restaurant","We would like to say what an amazing place this Restaurant was! It absolutely took our breath away. We got there and their was this Devine area waiting for us setup over looking this beautiful view.
The people were so lovely and friendly. The food...More"
"987","rn528702670","Reviewed October 1, 2017 "," Patong","sizzle rooftop restaurant","Chose to eat here after seeing on trip advisor. Blown away by the excellent service,delicious food and beautiful views! Definitely worth the trip. Angus steak is worth a try. We've booked to go back already!More"
"988","rn527808710","Reviewed September 27, 2017 "," Patong","sizzle rooftop restaurant","Wow what an experience 5 stars all the way.
Perfect setting amazing staff, food best we have had no flaws no faults just class 100%.
From the second we arrived until we left the service was professional but genuine. Well trained staff.
The ambience was...More"
"989","rn527799597","Reviewed September 27, 2017 "," Patong","sizzle rooftop restaurant","If you want to have an amazing experience with wonderful food and outstanding service then this is the place to go. Not only is this resort fantastic, the restaurant was above and beyond. They thought of every little thing we needed without even asking. Very...More"
"990","rn527799141","Reviewed September 27, 2017 "," Patong","sizzle rooftop restaurant","On a short stay in Phuket we heard about the sizzle restaurant and decided to try it. Upon arrival we were met by lovely and accommodating staff members before seeing the breath taking views and sculptures among the hotel. There was a breath taking sunset...More"
"991","rn580398193","Reviewed 5 days ago "," Patong","la dolce vita restaurant","Found this little place through trip advisor app, and if it weren’t for the app we probably never would have come across it. It’s down an alley off the quieter section of the main road under the Nirvana hotel. It’s very neat and quiet, very...More"
"992","rn580397944","Reviewed 5 days ago "," Patong","la dolce vita restaurant","In my opinion this is the Best Italian restaurat in Patong !!! l advidse you to taste ravioli with carbonara sauce .
Congratulatio to Chef Alfredo and all the Staff"
"993","rn579238695","Reviewed 1 week ago "," Patong","la dolce vita restaurant","Mouthwatering kitchen, went there 5 times out of 7 nights, the dishes are super tasty and well presented, also my vegetarian friends had lot of choices!
The service also was great !"
"994","rn579137823","Reviewed 1 week ago "," Patong","la dolce vita restaurant","My partner and I tried La Dolce Vita for dinner after seeing the reviews on trip advisor.. WOW, what an amazing dinner! We didn’t feel like we were in Thailand. The food was 10/10 and also the service!! They provided complimentary bread and dip on...More"
"995","rn578998469","Reviewed 1 week ago "," Patong","la dolce vita restaurant","Had a family dinner here and was most impressed with the meal ,service very prompt meal well presented and very filling will definitely come back"
"996","rn572872170","Reviewed April 12, 2018 "," Patong","la dolce vita restaurant","Marisa took care of us and she was the best! The food is amazing and a decent wine selection. A must go to!"
"997","rn572168075","Reviewed April 9, 2018 "," Patong","la dolce vita restaurant","I had the opportunity to eat in this fantastic restaurant few months ago. I'm Italian, so I can easily recognize the quality and the way of preparation of the Italian food I taste! I still remember the ravioli with carbonara sauce and powdered bacon: amazing!!!...More"
"998","rn571228712","Reviewed April 5, 2018 "," Patong","la dolce vita restaurant","Absolutely outstanding!! Every single dish we had was beautiful :) we had clams to start which were superb, we were also brought out a variety of breads and a tomato dipping sauce which was lovely. For main we had a lasagna, seafood spaghetti and fries....seriously...More"
"999","rn568556944","Reviewed March 24, 2018 "," Patong","la dolce vita restaurant","This was our second visit to L Dolce Vita and we were not disappointed. I had one of the best Carbonara dishes ever and Sarina had a wonderfully spiced seafood crab. For desserts I chose the Tiramisu which was great but not a good as...More"
"1000","rn568019452","Reviewed March 22, 2018 "," Patong","la dolce vita restaurant","This is one of the best Italians I have been to in Thailand. A little on the expensive side but delicious al dente pasta & thin crusted pizza. Service was excellent as well . We were there about 7.30pm & place wasn't busy so lacked...More"
"1001","rn566765012","Reviewed March 15, 2018 "," Patong","la dolce vita restaurant","We tried la dolce vita last night and it was very nice. Well made italian food in a quiet little corner very relaxing. The service was good, meals came out promptly and were fresh. We had a pizza as an entree, it was well cooked...More"
"1002","rn565255320","Reviewed March 8, 2018 "," Patong","la dolce vita restaurant","Love This restaurant. Been here both daytime and evening. Always perfect pasta, and nice service. Try it!"
"1003","rn564885189","Reviewed March 6, 2018 "," Patong","la dolce vita restaurant","After two weeks in Thailand with only good experience of Thai food - which I love - I decided to make a brake and go for Italian food - of which I am also a great fan!
La Dolce Vita has a high score and...More"
"1004","rn560637654","Reviewed February 15, 2018 "," Patong","la dolce vita restaurant","I ate at this restaurant twice during my stay, because the food is great. I went with my friend who owns an Italian restaurant in California and my company has five restaurants in Japan. We had a variety of dishes and all were very good...More"
"1005","rn559951865","Reviewed February 11, 2018 "," Patong","la dolce vita restaurant","When you are in the mood for a great Italian meal at a fair price you won’t find better.
We really enjoyed our three visits on this trip. Good home cooking and friendly staff."
"1006","rn559563235","Reviewed February 10, 2018 "," Patong","la dolce vita restaurant","We found this little gem just opposite the Paripas hotel.
We went there twice and both times were outstanding.
To start with you get a complimentary bread basket and a soups taster.
We ordered a pasta and pizza and all the dishes were excellent.
The...More"
"1007","rn558042333","Reviewed February 3, 2018 "," Patong","la dolce vita restaurant","We saw that this place has good reviews on trip advisor, however we were not impressed. The food was average, and the customer service was terrible. We had the lasagna, and the ricotta ravioli. They were dry and bland. The waitress who served us didn't...More"
"1008","rn556012890","Reviewed January 23, 2018 "," Patong","la dolce vita restaurant","Popped in for lunch as heard it was good on here...couldn’t be truer. I really liked that it was tucked down a little side street...very unassuming. Got a lovely glass of wine and some YUM garlic bread first...while I was waiting the waiter brought out...More"
"1009","rn555778166","Reviewed January 22, 2018 "," Patong","la dolce vita restaurant","We went to La Dolce Vita for my birthday celebrations and it was a fantastic night! We arrived with 8 of us and no booking but the staff were fantastic and fitted us in. Another 3 arrived later and they were also accommodated. The food...More"
"1010","rn555727829","Reviewed January 22, 2018 "," Patong","la dolce vita restaurant","After indulging in so much Asian food it was time for Italian. La Dolce Vita did not disappoint, in fact so good ended up going twice during our stay in Phuket. Food is authentic and high quality with an Italian chef at the helm. I...More"
"1011","rn554869307","Reviewed January 19, 2018 "," Patong","la dolce vita restaurant","As a regular visitor to Patong and being a bit of a foodie. This restaurant is my go to eatery. The recent addition of an Italian head chef has brought with it an increased menu variety and more authentic tasting Italian food.
My guests and...More"
"1012","rn554483039","Reviewed January 17, 2018 "," Patong","la dolce vita restaurant","We love Thai food (which is useful when visiting Thailand!) but this was a welcome change for one night. Beautiful Italian food, real Italian wine and a lovely ambience and service. Highly recommend it."
"1013","rn553465208","Reviewed January 12, 2018 "," Patong","la dolce vita restaurant","We really enjoyed our dinner at La Dolce Vita, which was literally around the corner from our hotel.
We started with the garlic bread which was tasty albeit a bit dry. We probably didn’t need it as they also give you a complimentary bread basket!...More"
"1014","rn552114109","Reviewed January 6, 2018 "," Patong","la dolce vita restaurant","This place had some of the best Italian food I’ve had not in Italy! The owner is from Italy and it shows with the traditional-style service. We had bruschetta, a pizza and the carbonara! I wish we had room to try the Bolognese also! It...More"
"1015","rn550950987","Reviewed January 2, 2018 "," Patong","la dolce vita restaurant","Hi, i eat a linguine all aragostella, For me is the best meal in thai. Sure come back next year in la dolce vita
Andrea is very friendly"
"1016","rn549068101","Reviewed December 24, 2017 "," Patong","la dolce vita restaurant","Went to this place as we expected an experience as we made in many other places in South East Asia in high ranked Italian Restaurants.
Already when we got in we already felt of a arrogant attidude of the managers, whereas we thought it's because...More"
"1017","rn548850884","Reviewed December 23, 2017 "," Patong","la dolce vita restaurant","After aimlessly eating at places in Patong we stumbled across this place and it was perfect. A proper Italian and lovely atmosphere, staff were very polite and couldn’t have have been better. Will be returning!!"
"1018","rn548850840","Reviewed December 23, 2017 "," Patong","la dolce vita restaurant","The dining was lovely and very clean, the staff are very kind and helpful!! I wanted a change with the dinner and they were more than happy to do that! The food was exceptional and both me and my boyfriend thought it was delicious! We...More"
"1019","rn548397405","Reviewed December 21, 2017 "," Patong","la dolce vita restaurant","Eat here only a few days ago - had the Tomato Soup as Entree, then shared a pizza and Lasagne with my partner. Although not cheap, the quality was out of this world. Great staff and I would definitely recommend if in the mood for...More"
"1020","rn548035985","Reviewed December 19, 2017 "," Patong","la dolce vita restaurant","The food is ok but the prices are absolutely insane compared to the food you get. Risotto wasnt mantecato very well and the burrata (Charged 750) was ok but the price was triple compared to the others appetizers, maybe because was off the menu, very...More"
"1021","rn547675153","Reviewed December 17, 2017 "," Patong","la dolce vita restaurant","We visited as family of 3. Ordered 4 dishes out of which 3 were good. The fourth dish mushroom risotto was the one of the worth risotto I have ever had. The mushroom used was obviously canned and not of good quality (considering it was...More"
"1022","rn546940800","Reviewed December 12, 2017 "," Patong","la dolce vita restaurant","Wow, after two weeks of delicious Thai food it was great to have an Italian meal. the wine, the pizza, the parmigiana, the pasta bolognese and the red wine were all delicious.
The ambience, the service, the attention to detail were delightful and a great...More"
"1023","rn546621437","Reviewed December 11, 2017 "," Patong","la dolce vita restaurant","The food was great and the service was the best in Thailand! When we thought this kind of service was impossible La Dolce Vita surprised us and made us feel like we were back home. Keep the great work!"
"1024","rn546309743","Reviewed December 9, 2017 "," Patong","la dolce vita restaurant","Simply one of the best meals that we had in Patong. Must visit. The pasta was awesome, Tomato basil soup out of this world. Pizzas were really well made. All in all. Super. Must visit when in Patong."
"1025","rn546164629","Reviewed December 9, 2017 "," Patong","la dolce vita restaurant","We went there during lunch for pizza but was disappointed. Pizza is not served until 5PM. the pasta dishes were good. The fish and potato was good too.
Complimentary bread was very good.
Service was ok but not impressive.
Please note it opens at 1...More"
"1026","rn545943073","Reviewed December 8, 2017 "," Patong","la dolce vita restaurant","If you look up perfection in the dictionary, there should be this restaurant in the description! The food just exploded with taste in our mouths.
My portion looked small at first but really wasnt.
Got complimentary bread and cheesecream (i think).
Everything was clean and...More"
"1027","rn545568876","Reviewed December 6, 2017 "," Patong","la dolce vita restaurant","These guys know what they are doing. The word fired pizzas are tremendous. They import the sauce from Italy, the ingredients are of high quality.
We went there a few times - a very short walk from the Holiday Inn."
"1028","rn545014403","Reviewed December 4, 2017 "," Patong","la dolce vita restaurant","Food was yummy and worth the price we paid. They gave a free bread basket and limoncello at the end."
"1029","rn544931301","Reviewed December 3, 2017 "," Patong","la dolce vita restaurant","Everything about our experience was excellent, from the attentive wait staff, to the complimentary breads prior to our meal, the amazing pizza and delicious mains. Funny thing is it was that good we ended up going back the next day for lunch!"
"1030","rn544148552","Reviewed November 29, 2017 "," Patong","la dolce vita restaurant","Amazing service, staff couldn’t have done more! I had the lasagne and my partner had a pizza, both were delicious! Went back a second time during our visit to Patong :) definitely recommend!"
"1031","rn543265458","Reviewed November 25, 2017 "," Patong","la dolce vita restaurant","This restaurant is a secret gem, best meal I have had in a long time. Highly recommend!! The pizza is utterly amazing. Definitely make this restaurant a stop on your trip"
"1032","rn543095171","Reviewed November 24, 2017 "," Patong","la dolce vita restaurant","Found it a bit tricky to locate without wifi.. it's down a side street on the other side of the road to the Hard Rock Cafe.
Had a really nice meal here. Made the mistake of ordering starters and then couldn't finish our main courses....More"
